ISO_2,ISO_3,country,year,corporate_rate,loss_carryback,loss_carryforward,machines_cost_recovery,buildings_cost_recovery,intangibles_cost_recovery,inventory,allowance_corporate_equity,patent_box,r_and_d_credit,digital_services_tax,corporate_alt_minimum,corporate_surtax,corporate_other_rev,top_income_rate,threshold_top_income_rate,tax_wedge,personal_surtax,personal_other_rev,capital_gains_rate,index_capital_gains,dividends_rate,vat_rate,vat_threshold,vat_base,property_tax,property_tax_collections,net_wealth,estate_or_inheritance_tax,transfer_tax,asset_tax,capital_duties,financial_transaction_tax,dividends_exemption,capital_gains_exemption,country_limitations,dividends_withholding_tax,interest_withholding_tax,royalties_withholding_tax,tax_treaties,cfc_rules,thin_capitalization_rules,property_tax_str,property_taxes_deductible_str,property_tax_collections_str,net_wealth_str,estate_or_inheritance_tax_str,transfer_tax_str,asset_tax_str,capital_duties_str,financial_transaction_tax_str
IE,IRL,Ireland,2017,0.125,1,100,0.7870751652,0.479318672,0.646263719,0.5,0,1,0.26,0,1,0,0.007,0.44,1.566533,1.4784218193,8,0,0.33,0,0.51,23,88339.222614841,0.4785932429,0.5,0.4726680201,0,1,1,0,0,1,0,1,1,0.2,0.2,0.2,72,0,0,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes
IL,ISR,Israel,2017,0.24,0,100,0.8698652539,0.479318672,0.7870751652,0.5,0,1,0,0,0,0,2.308,0.5,5.59539,1.719091447,0,0,0.28,1,0.27,17,25517.0103092784,0.6246713718,0.5,1.2111362717,0,0,1,0,0,0,1,1,0,0.3,0.24,0.24,54,0.25,0,Tax on Sale of Real Property (c),Yes,1.1%,No,None,Real Estate Transfer Tax (e),No,No,No
IS,ISL,Iceland,2017,0.2,0,10,0.86,0.6023536187,0.8122693501,0.5,0,0,0.24,0,1,0,7.751,0.46249998,1.261743,1.2871479866,0,9.816,0.2,0,0.2,24,7032.3488045007,0.5082356356,0,0.8271179343,0,1,0,1,0,0,1,1,0,0.18,0.1,0.2,41,0.5,1,Tax on Real Property,No,1.1%,No,Inheritance Tax,No,Bank Tax,No,No
IT,ITA,Italy,2017,0.278064,0,80,0.760252585,0.4626575421,0.9651162791,1,1,1,0.04,0,NA,0,5.042,0.488131,9.797844,1.2120253309,0,0,0.26,0,0.26,22,40000,0.3746687379,0,0.6490337921,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,97,0.5,1,Tax on Real Property,No,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
JP,JPN,Japan,2017,0.2997,0.5,4.95,0.8590286597,0.2789584488,0.7870751652,0.5,0,0,0.0625,0,1,0,0.221,0.54021221,8.632352,1.1383620502,2.1,0,0.204,0,0.2032,8,94939.7132820659,0.7306777202,0.5,0.7881060895,0,1,1,0,1,0,0.95,0,0,0.2042,0.2042,0.2042,63,0.25,0.5,Tax on Real Property,Yes,0.8%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No
KR,KOR,Korea,2017,0.242,0.5,8,0.9217205323,0.5479539106,0.7378887028,1,0,1,0.135,0,8,0,0,0.43239866,4.27601,1.2241105172,0,0,0,1,0.3784,10,26928.4712482468,0.6048022882,0,0.3304205856,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,91,0.375,0.5,Tax on Real Property,No,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
LT,LTU,Lithuania,2017,0.15,0,70,0.9052631579,0.8269230769,0.966194332,1,0,0,0.28,0,2,0,0,0.24,0.256148,1.0708081937,0,0,0.15,NA,0.15,21,100223,0.5116868883,0.5,0.2260237437,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,53,0.25,0.5,Tax on Real Property,Yes,0.2%,No,Inheritance Tax,No,No,No,No
LU,LUX,Luxembourg,2017,0.2708,0,17,0.8734173506,0.479318672,0.8698652539,1,0,0,-0.01,0,1,7,0.149,0.385,2.902134,1.3422527467,7,0,0,1,0.21,17,27777.7777777778,0.7431824088,0.5,0.0478543583,0,1,1,1,0,0,1,1,0,0.15,0,0,79,0,0.5,Tax on Real Property,Yes,0.0%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax on Corporate Net Assets,No,No
LV,LVA,Latvia,2017,0.15,0,75,0.9052631579,0.6142857143,0.8698652539,0.5,0,0,0.28,0,0,0,0,0.23,0.13215,1.0499203109,0,0,0.15,0,0.1,21,98619.3293885602,0.5170170548,0.5,0.4054977619,0,0,1,0,0,0,1,1,1,0,0,0,59,0,0.5,Tax on Real Property,Yes,0.4%,No,None,Stamp Duty on Transfer of Real Property,No,No,No
MX,MEX,Mexico,2017,0.3,0,10,0.7378887028,0.5479539106,0.7378887028,1,0,0,-0.01,0,0,0,0.973,0.35,26.87409,1.2374673225,0,13.856,0.1,1,0.17142857,16,0,0.3219583187,0.5,0.0959800295,0,1,1,0,0,0,0,0,1,0.1,0.4,0.4,55,0.5,0.5,Tax on Real Property,Yes,0.1%,No,Income Tax can apply,Real Estate Transfer Tax,No,No,No
NL,NLD,Netherlands,2017,0.25,1,9,0.8134631952,0.3384747328,0.8698652539,1,0,1,0.225,0,1,0,0,0.526512,1.393037,1.3304146823,0,0,0.3,1,0.25,21,1620.4819277108,0.4875973356,0.5,0.4816839415,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0,0,Tax on Real Property,Yes,0.5%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
NO,NOR,Norway,2017,0.24,0,100,0.8090909091,0.3739130435,0.7378887028,0,0,0,0.225,0,0,0,0,0.469,1.616283,1.246074006,0,0,0.298,0,0.2976,25,5102.0408163265,0.5601959507,0.5,0.1688568477,1,0,1,0,0,0,0.97,1,1,0.25,0,0,87,0.375,1,Tax on Real Property,Yes,0.2%,Net Wealth Tax,None,Stamp Duty on Transfer of Real Property,No,No,No
NZ,NZL,New Zealand,2017,0.28,0,100,0.7319148936,0.3071428571,0.5479539106,0.5,0,0,-0.02,0,0,0,3.704,0.33,1.201572,1.4812603147,0,0,0,1,0.06944444,15,40816.3265306122,0.9693392786,1,1.2439726685,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.25,0.5,Land Value Tax (d),No,1.2%,No,None,No,No,No,No
PL,POL,Poland,2017,0.19,0,2.5,0.7378887028,0.3384747328,0.8698652539,1,0,0,0.0475,0,1,0,0,0.38751185,2.110023,1.0386568398,0,0,0.19,0,0.19,23,83333.3333333333,0.4362786291,0.5,0.8847861371,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,84,0.375,1,Tax on Real Property,Yes,0.9%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes
PT,PRT,Portugal,2017,0.295,0,3.5,0.8884112474,0.5479539106,0.7378887028,0.5,1,1,0.35,0,3,7,0.552,0.58785,15.980727,1.2734715158,2.5,0,0.28,1,0.28,23,16949.1525423729,0.4966961268,0.5,0.3948567503,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,68,0.5,1,Tax on Real Property,Yes,0.4%,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No
SE,SWE,Sweden,2017,0.22,0,100,0.86,0.479318672,0.86,0,0,0,0.05,0,0,0,0,0.601,1.503143,1.2435057608,0,-0.011,0.3,0,0.3,25,0,0.5662181167,0.5,0.3731910078,0,0,1,1,0,0,1,1,0,0.3,0,0,81,0.5,0.5,Tax on Real Property,Yes,0.3%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
SI,SVN,Slovenia,2017,0.19,0,50,0.8698652539,0.3914060129,0.7378887028,0.5,0,0,0.17,0,1,0,0.016,0.6105,5.194874,1.1967166684,0,0,0,1,0.25,22,83333.3333333333,0.5841301019,0,0.2289981634,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,57,0,0.5,Tax on Real Property,No,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
SK,SVK,Slovak Republic,2017,0.21,0,4,0.873879108,0.5479539106,0.8698652539,0.5,0,0,0.095,0,3,0,0.622,0.3505,3.576551,1.111817118,0,0,0,0,0.07,20,99580,0.5159746824,0.5,0.2195938181,0,0,0,1,0,0,1,0,1,0.35,0.19,0.19,67,0,1,Tax on Real Property,Yes,0.3%,No,None,No,No,No,No
TR,TUR,Turkey,2017,0.2,0,5,0.8641491485,0.4310687365,0.6944143561,0.5,1,1,0.055,0,0,0,0,0.35041,3.460417,1.2111788125,0.759,0,0,1,0.175,18,0,0.4165935078,0.5,0.1173235044,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,83,0.5,0.5,Tax on Real Property,Yes,0.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
US,USA,United States,2017,0.38906474,2,20,0.938462733,0.3495831117,0.6327513389,1,0,0,0.0575,0,1,0,0,0.486,8.088075,1.2539064225,0,0,0.2851,0,0.28506064,7.4,0,0.3535356654,0.5,1.5668477556,0,1,1,1,0,0,0,0,0,0.3,0.3,0.3,66,0.25,0.5,Tax on Real Property,Yes,1.6%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No
AT,AUT,Austria,2018,0.25,0,75,0.8134631952,0.3384747328,0.7378887028,1,0,0,0.15,0,2,0,0.761,0.55,23.826478,1.1277544912,0,0,0.275,0,0.275,20,37457.4389849533,0.5940061445,0,0.090366153,0,0,1,1,0,0,1,1,0,0.275,0,0.2,88,0,0.5,Tax on Real Property,No,0.1%,No,None,Real Estate Transfer Tax,Bank Tax,No,No
AU,AUS,Australia,2018,0.3,0,100,0.8514849715,0.479318672,0.5479539106,0.5,0,0,0.1375,0,3,0,0,0.47,2.15994,1.3761949123,2,0,0.234,0,0.2428,10,50950.9831162029,0.486278187,1,0.7457298495,0,0,1,1,0,0,1,1,0,0.3,0.1,0.3,44,0.25,0.5,Land Tax Levied by Individual States (a),No,0.8%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
BE,BEL,Belgium,2018,0.2958,0,100,0.8758973492,0.6224048788,1.0048652539,1,1,1,0.15,0,1,2,0.034,0.60215738,1.044424,1.2278801213,0,0,0,1,0.3,21,31109.1533083962,0.4690221858,0.5,0.5702426853,0.5,1,1,1,0,1,1,1,0,0.3,0.3,0.3,95,0,0.5,Tax on Real Property (b),Yes,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
CA,CAN,Canada,2018,0.2678,3,20,0.9651162791,0.2421052632,0.5189655172,0.5,0,0,0.2125,0,1,0,1.005,0.535296,3.27381,1.2408426476,0,0,0.2675,0,0.39343524,12.4,23975.8898451717,0.5604921008,0.5,1.4734387967,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,93,0.25,0.5,Tax on Real Property,Yes,1.5%,No,None,Real Estate Transfer Tax,Bank Tax in certain provinces,Yes,No
CH,CHE,Switzerland,2018,0.21148581,0,7,0.86,0.5548387097,0.9052631579,1,0,0,-0.01,0,0,0,4.44,0.41692468,3.35933,1.359532525,0,0,0,1,0.21135,7.7,81953.3750858462,0.669504952,0.5,0.069183381,1,1,1,1,1,1,1,1,0,0.35,0.35,0,92,0,0.5,Tax on Real Property,Yes,0.1%,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes
CL,CHL,Chile,2018,0.26,0,100,0.6326116598,0.3384747328,0,0.5,0,0,0.305,0,1,0,3.83,0.35,7.727266,1.1460878683,0,0,0.35,0,0.13333333,19,0,0.6342910951,0.5,0.3982863117,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,32,0.5,0.5,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,No,Yearly fee on tax-adjusted equity,No,No
CO,COL,Colombia,2018,0.37,0,12,0.7378887028,0.3059565309,0.8698652539,0.5,0,0,0.315,0,3,4,1.285,0.33,11.615895,0,0,9.371,0.1,NA,0,19,0,0.3847741385,0.5,0.4550434293,1,0,1,0,0,1,1,0,0,0.35,0.15,0.264,9,0.25,0.5,Tax on Real Property,Yes,0.5%,Net Wealth Tax ,None,Real Estate Registration Tax,No,No,Yes
CR,CRI,Costa Rica,2018,0.3,0,3,0.8224566907,0.6023536187,0,0.5,0,0,-0.02,0,3,0,3.453,0.23607123,1.973903,1.1111838397,0,29.336,0,NA,0.15,13,0,0.4444804448,0.5,0.1923924399,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,2,0,0,Tax on Real Property,Yes,0.2%,None,None,Real Estate Transfer Tax,No,Yes,Yes
CZ,CZE,Czech Republic,2018,0.19,0,5,0.873879108,0.5432228306,0.8413188479,0.5,0,0,0.18,0,0,0,0,0.15,3e-06,1.1143088772,0,0,0,1,0.15,21,76296.5356413544,0.5957853689,0.5,0.0926637802,0,1,1,0,0,0,1,1,1,0.15,0.15,0.15,88,0,0.5,Tax on Real Property,Yes,0.1%,No,Inheritances and gifts are subject to Income Tax,No,No,No,No
DE,DEU,Germany,2018,0.29897059,1,60,0.7378887028,0.3914060129,0.8698652539,1,0,0,-0.02,0,0,5.5,0,0.41975,5.464008,1.0995399346,5.5,0,0.26375,0,0.26375,19,22456.2808292655,0.5602022742,0.5,0.2023302668,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,95,0.25,1,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
DK,DNK,Denmark,2018,0.22,0,60,0.8269230769,0.479318672,0.8134064429,0,0,0,-0.01,0,0,0,3.574,0.47794,1.265165,1.2965826643,8,0,0.42,0,0.42,25,6907.6363367091,0.5940236152,0.5,0.7135666156,0,1,1,0,0,0,1,1,1,0.27,0.22,0.22,73,0.5,0.5,Tax on Real Property,Yes,0.7%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
EE,EST,Estonia,2018,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.2,0.146415,1.0529264769,0,0,0.2,0,0,20,72611.8858395931,0.7311273052,1,0.1375974543,0,0,0,0,0,0,1,1,1,0,0,0.1,56,0,0,Land Tax,No,0.1%,No,None,No,No,No,No
ES,ESP,Spain,2018,0.25,0,70,0.778563039,0.3914060129,0.7378887028,0.5,0,1,0.295,0,1,0,0,0.435,2.442919,1.21946414,0,0,0.23,0,0.23,21,0,0.433164413,0.5,0.5550482497,1,1,1,0,1,0,1,1,1,0.19,0.19,0.24,93,0.25,1,Tax on Real Property,Yes,0.5%,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
FI,FIN,Finland,2018,0.2,0,10,0.8269230769,0.5189655172,0.7378887028,0,0,0,-0.005,0,0,0,0,0.58349397,1.844204,1.2912939829,0,0,0.34,0,0.289,24,11062.4119155451,0.5471430985,0.5,0.3337768438,0,1,1,0,0,1,1,1,1,0.2,0,0.2,76,0.375,1,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes
FR,FRA,France,2018,0.34433333,1,50,0.8802756038,0.5479539106,0.8698652539,0.5,0,1,0.405,0,4,30,1.045,0.453875,14.779185,1.2367564616,9.7,0,0.34,0,0.34,20,103912.923981672,0.4855663007,0.5,1.2119183467,0.5,1,1,1,1,1,0.95,0.88,1,0.3,0,0.333,122,0.5,1,Tax on Real Property,Yes,1.1%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
GB,GBR,United Kingdom,2018,0.19,1,50,0.7588235294,0,0.8269230769,0,0,1,0.185,0,1,0,0,0.47,3.894003,1.3830193602,0,0,0.2,0,0.381,20,119167.287037543,0.4427984164,0.5,1.7755899788,0,1,1,1,0,1,1,1,0,0,0.2,0.2,129,0.375,1,Tax on Real Property,Yes,1.7%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes
GR,GRC,Greece,2018,0.29,0,5,0.7378887028,0.479318672,0.7378887028,0.5,0,0,0.09,0,0,0,1.242,0.45,11.707338,1.2632270854,10,0,0.15,0,0.15,24,16710.6993594789,0.4442302356,0.5,1.0895726466,0,1,1,1,1,0,1,0,1,0.15,0.15,0.2,57,0.25,1,Tax on Real Property,Yes,1.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No
HU,HUN,Hungary,2018,0.09,0,2.5,0.8162003834,0.2789584488,0.7378887028,0.5,0,1,0.21,1,1,0,0.052,0.335,0,1,0,0.183,0.15,0,0.15,27,57601.502523673,0.5537953314,0.5,0.3003805892,0,1,1,1,0,0,1,1,0,0,0,0,80,0.25,0.5,Tax on Real Property,Yes,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
IE,IRL,Ireland,2018,0.125,1,100,0.7870751652,0.479318672,0.646263719,0.5,0,1,0.26,0,1,0,0.007,0.44,1.539297,1.4755800975,8,0,0.33,0,0.51,23,92218.141398691,0.4851777157,0.5,0.4152086243,0,1,1,0,0,1,0,1,1,0.2,0.2,0.2,72,0,0,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes
IL,ISR,Israel,2018,0.23,0,100,0.7378887028,0.479318672,0.7870751652,0.5,0,1,0,0,0,0,1.869,0.5,4.3262,1.7328340571,0,0,0.28,1,0.33,17,26132.3890060412,0.6337649285,0.5,1.2026892297,0,0,1,0,0,0,1,1,0,0.3,0.23,0.23,54,0.25,0,Tax on Sale of Real Property (c),Yes,1.1%,No,None,Real Estate Transfer Tax (e),No,No,No
IS,ISL,Iceland,2018,0.2,0,10,0.86,0.6023536187,0.8122693501,0.5,0,0,0.24,0,1,0,3.09,0.4624,1.229826,1.2930082596,0,6.758,0.22,0,0.22,24,14202.1555989162,0.5315633277,0,0.8968938049,0,1,0,1,0,0,1,1,0,0.2,0.12,0.2,44,0.5,1,Tax on Real Property,No,1.1%,No,Inheritance Tax,No,Bank Tax,No,No
IT,ITA,Italy,2018,0.278064,0,80,0.8698652539,0.5766693797,0.9651162791,1,1,1,0.09,0,NA,0,3.982,0.52765573,2.712898,1.2122797461,0,0,0.26,0,0.26,22,90380.9627102053,0.3741724825,0,0.5602364678,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,100,0.5,1,Tax on Real Property,No,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
JP,JPN,Japan,2018,0.2974,0.5,5,0.8590286597,0.2789584488,0.7870751652,0.5,0,0,0.0875,0,1,0,0.222,0.53977165,8.595115,1.1367131134,2.1,0,0.204,0,0.2032,8,100407.568377102,0.7160411501,0.5,0.8023007217,0,1,1,1,1,0,0.95,0,0,0.2,0.2,0.2,66,0.25,0.5,Tax on Real Property,Yes,0.8%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No
KR,KOR,Korea,2018,0.275,0.5,7,0.9217205323,0.5479539106,0.7378887028,1,0,1,0.13,0,3,0,0,0.45309835,12.88879,1.2031664529,0,0,0,1,0.4028,10,27364.3889891267,0.661216373,0,0.3317652916,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,93,0.375,0.5,Tax on Real Property,No,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
LT,LTU,Lithuania,2018,0.15,0,70,0.9052631579,0.8269230769,0.966194332,1,0,1,0.28,0,2,0,0,0.24,0.364149,1.1026904642,0,0,0.15,NA,0.15,21,97563.0907987165,0.5128446133,0.5,0.215870196,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,53,0.25,0.5,Tax on Real Property,Yes,0.2%,No,Inheritance Tax,No,No,No,No
LU,LUX,Luxembourg,2018,0.2601,0,17,0.8734173506,0.479318672,0.8698652539,1,0,1,-0.01,0,1,7,0.17,0.4018,3.679296,1.3794978755,7,0,0,1,0.21,17,33690.3764562665,0.7577606453,0.5,0.0473912346,0,1,1,1,0,0,1,1,0,0.15,0,0,80,0,0.5,Tax on Real Property,Yes,0.0%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax on Corporate Net Assets,No,No
LV,LVA,Latvia,2018,0.2,100,100,0.9052631579,0.6142857143,0.8698652539,1,1,0,0.28,0,0,0,0,0.23,0.140346,1.0526745948,0,0,0.2,0,0,21,79773.9207087115,0.541029972,0.5,0.4491630176,0,0,1,0,0,0,1,1,1,0,0,0,61,0,1,Tax on Real Property,Yes,0.4%,No,None,Stamp Duty on Transfer of Real Property,No,No,No
MX,MEX,Mexico,2018,0.3,0,10,0.7378887028,0.5479539106,0.7378887028,1,0,0,0.0575,0,0,0,1.328,0.35,25.660191,1.2116598897,0,13.011,0.1,1,0.17142857,16,0,0.3339968679,0.5,0.090468317,0,1,1,0,0,0,0,0,1,0.1,0.35,0.35,58,0.5,0.5,Tax on Real Property,Yes,0.1%,No,Income Tax can apply,Real Estate Transfer Tax,No,No,No
NL,NLD,Netherlands,2018,0.25,1,9,0.8134631952,0.3384747328,0.8698652539,1,0,1,0.225,0,1,NA,0,0.52197272,1.38825,1.3452173095,0,0,0.3,1,0.25,21,1650.193360947,0.5142999882,0.5,0.4872613053,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0,0,Tax on Real Property,Yes,0.5%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
NO,NOR,Norway,2018,0.23,0,100,0.7818181818,0.3739130435,0.7378887028,0,0,0,0.2225,0,0,0,0,0.4672,1.632658,1.2518920784,0,0,0.3059,0,0.3059,25,4916.6935118132,0.5677060461,0.5,0.1803498976,1,0,1,0,0,0,0.97,1,1,0.25,0,0,87,0.375,1,Tax on Real Property,Yes,0.2%,Net Wealth Tax,None,Stamp Duty on Transfer of Real Property,No,No,No
NZ,NZL,New Zealand,2018,0.28,0,100,0.7319148936,0.3071428571,0.5479539106,0.5,0,0,-0.02,0,0,0,3.239,0.33,1.172496,1.4642042252,0,0,0,1,0.06944444,15,40813.1614282974,0.9538782326,1,1.2217791058,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.25,0.5,Land Value Tax (d),No,1.2%,No,None,No,No,No,No
PL,POL,Poland,2018,0.19,0,2.5,0.7378887028,0.3384747328,0.8698652539,1,0,0,0.095,0,1,0,0,0.39908085,1.994591,1.036464798,0,0,0.19,0,0.19,23,111214.726164321,0.4531853199,0.5,0.8642270549,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,84,0.375,1,Tax on Real Property,Yes,0.9%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes
PT,PRT,Portugal,2018,0.315,0,3.5,0.8884112474,0.5479539106,0.7378887028,0.5,1,1,0.35,0,3,9,0.622,0.585269,15.622325,1.2581170021,2.5,0,0.28,1,0.28,23,16886.4437318365,0.4929834131,0.5,0.3881712174,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,76,0.5,1,Tax on Real Property,Yes,0.4%,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No
SE,SWE,Sweden,2018,0.22,0,100,0.86,0.479318672,0.86,0,0,0,0.05,0,0,0,0,0.6012,1.49517,1.2407120665,0,-0.049,0.3,0,0.3,25,3296.8909658814,0.5822350447,0.5,0.3704146346,0,0,1,1,0,0,1,1,0,0.3,0,0,81,0.5,0.5,Tax on Real Property,Yes,0.3%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
SI,SVN,Slovenia,2018,0.19,0,50,0.8698652539,0.3914060129,0.7378887028,0.5,0,0,0.19,0,1,0,0.018,0.6105,5.056709,1.1562502189,0,0,0,1,0.25,22,83256.737135169,0.5755318671,0,0.2423244064,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,58,0,0.5,Tax on Real Property,No,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
SK,SVK,Slovak Republic,2018,0.21,0,4,0.873879108,0.5479539106,0.8698652539,0.5,0,1,0.09,0,0,0,0.667,0.3505,3.443444,1.1076964571,0,0,0,0,0.07,20,100763.364958068,0.4970477266,0.5,0.2256677173,0,0,0,1,0,0,1,1,1,0.35,0.19,0.19,69,0,1,Tax on Real Property,Yes,0.3%,No,None,No,No,No,No
TR,TUR,Turkey,2018,0.22,0,5,0.8641491485,0.4310687365,0.6944143561,0.5,1,1,0.055,0,0,0,0,0.44741,3.125218,1.1947602702,0.759,0,0,1,0.175,18,0,0.4000943501,0.5,0.1170359954,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,83,0.5,0.5,Tax on Real Property,Yes,0.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
US,USA,United States,2018,0.2583858,5,100,0.938462733,0.3495831117,0.6327513389,1,0,1,0.0575,0,2,0,0,0.486,7.93496,1.2491687046,0,0,0.2888,0,0.28881436,7.4,0,0.352030312,0.5,1.5913035932,0,1,1,1,0,0,1,0,0,0.3,0.3,0.3,66,0.5,1,Tax on Real Property,Yes,1.6%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No
AT,AUT,Austria,2019,0.25,0,75,0.8134631952,0.3384747328,0.7378887028,1,0,0,0.17,0,2,0,0.705,0.55,23.289873,1.1218879052,0,0,0.275,NA,0.275,20,37457.4389849533,0.5957333988,0,0.0919626145,0,0,1,1,0,0,1,1,0,0.275,0,0.2,89,0.25,0.5,Tax on Real Property,No,0.1%,No,None,Real Estate Transfer Tax,Bank Tax,No,No
AU,AUS,Australia,2019,0.3,0,100,0.8514849715,0.479318672,0.5479539106,0.5,0,0,0.1375,0,2,0,0,0.45,2.098449,1.3616125575,2,0,0.235,NA,0.2428,10,50950.9831162029,0.4854086443,1,0.7622261308,0,0,1,1,0,0,1,1,0,0.3,0.1,0.3,44,0.25,0.5,Land Tax Levied by Individual States (a),No,0.8%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
BE,BEL,Belgium,2019,0.2958,0,70,0.8758973492,0.6224048788,1.0698652539,1,1,1,0.155,0,1,2,0.032,0.60215738,1.049507,1.2580680609,0,0,0,NA,0.3,21,31109.1533083962,0.4695783652,0.5,0.560720605,0.5,1,1,1,0,1,1,1,0,0.3,0.3,0.3,95,0,1,Tax on Real Property (b),Yes,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
CA,CAN,Canada,2019,0.2662,3,20,1,0.4260869565,0.49,0.5,0,0,0.2125,0,1,0,1.057,0.535296,3.211679,1.2411732548,0,0,0.2675,NA,0.39344076,12.4,23975.8898451717,0.4908596481,0.5,1.4609573836,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,94,0.25,0.5,Tax on Real Property,Yes,1.5%,No,None,Real Estate Transfer Tax,Bank Tax in certain provinces,Yes,No
CH,CHE,Switzerland,2019,0.21148581,0,7,0.86,0.5548387097,0.9052631579,1,0,0,-0.01,0,0,0,6.551,0.41721638,3.318929,1.3543608557,0,0,0,NA,0.21135,7.7,81953.3750858462,0.6768234399,0.5,0.0667828503,1,1,1,1,1,1,1,1,0,0.35,0.35,0,93,0,0.5,Tax on Real Property,Yes,0.1%,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes
